Title,Link,SQL,Python,Power BI,Excel,Tableau,Angielski,Cloud,R
Specjalista ds. procesów operacyjnych (KMN),"https://www.pracuj.pl/praca/specjalista-ds-procesow-operacyjnych-kmn-wroclaw,oferta,1004533378?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Inżynier Energetyk (k/m),"https://www.pracuj.pl/praca/inzynier-energetyk-k-m-sroda-slaska,oferta,1004547319?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Specjalista ds. Controllingu (on/ona),"https://www.pracuj.pl/praca/specjalista-ds-controllingu-on-ona-poznan-pastelowa-12,oferta,1004540112?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
PL/SQL/ Oracle APEX Developer,"https://www.pracuj.pl/praca/pl-sql-oracle-apex-developer-warszawa,oferta,1004542149?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. Ciągłego Doskonalenia – obszar Utrzymania Ruchu,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-ciaglego-doskonalenia-obszar-utrzymania-ruchu-olesnica-poludniowa-18,oferta,1004533106?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Lean Engineer,"https://www.pracuj.pl/praca/lean-engineer-opole-kobaltowa-2,oferta,1004552650?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Starszy inżynier wsparcia produkcji w Dział Elektronicznej Dokumentacji Technicznej (k /m),"https://www.pracuj.pl/praca/starszy-inzynier-wsparcia-produkcji-w-dzial-elektronicznej-dokumentacji-technicz-plock-chemikow-7,oferta,1004554348?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Specjalista / Specjalistka ds. Rozwoju Projektów OZE,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-rozwoju-projektow-oze-warszawa-pulawska-2,oferta,1004541770?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Senior Meta Ads Specialist,"https://www.pracuj.pl/praca/senior-meta-ads-specialist-warszawa-zwirki-i-wigury-16,oferta,1004554152?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Consultant / Senior Consultant - Financial Accounting Advisory Services,"https://www.pracuj.pl/praca/consultant-senior-consultant-financial-accounting-advisory-services-warszawa,oferta,1004529000?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Marketing Manager,"https://www.pracuj.pl/praca/marketing-manager-bielsko-biala-stefanii-sempolowskiej-63,oferta,1004546719?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. logistyki (K/M/I),"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-logistyki-k-m-i-warszawa-powazkowska-44,oferta,1004548700?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Program Rozwojowy w Dziale Edukacji Hair Pro,"https://www.pracuj.pl/praca/program-rozwojowy-w-dziale-edukacji-hair-pro-warszawa-domaniewska-41,oferta,1004546671?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalista / Specjalistka ds. weryfikacji i wprowadzania danych,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-weryfikacji-i-wprowadzania-danych-wroclaw-plac-grunwaldzki-23,oferta,1004551977?sug=list_bd_8&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Młodszy Specjalista / Młodsza Specjalistka ds. analiz ALM,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-analiz-alm-wroclaw-legnicka-48,oferta,1004548347?sug=list_bd_13&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Młodszy Specjalista ds. Controllingu (K/M),"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-controllingu-k-m-wroclaw,oferta,1004544300?sug=list_bd_14&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,1,0
Data Analytics Engineer,"https://www.pracuj.pl/praca/data-analytics-engineer-krakow-wadowicka-3a,oferta,1004500292?sug=list_bd_15_boosterAI_L2&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,1,0,0,1,0
Tester oprogramowania i urządzeń,"https://www.pracuj.pl/praca/tester-oprogramowania-i-urzadzen-grodzisk-mazowiecki-mariana-langiewicza-16,oferta,1004540052?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Młodszy specjalista ds. Ochrony Środowiska i BHP (K/M/X),"https://www.pracuj.pl/praca/mlodszy-specjalista-ds-ochrony-srodowiska-i-bhp-k-m-x-balice-pow-krakowski-krakowska-48,oferta,1004546408?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Junior Finance System Consultant,"https://www.pracuj.pl/praca/junior-finance-system-consultant-warszawa-rakowiecka-41,oferta,1004551135?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Praktykant / Praktykantka w Dziale Księgowości,"https://www.pracuj.pl/praca/praktykant-praktykantka-w-dziale-ksiegowosci-warszawa-daimlera-1,oferta,1004548601?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
System Analyst,"https://www.pracuj.pl/praca/system-analyst-poznan,oferta,1004545197?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Analityk Biznesowo - Systemowy IT,"https://www.pracuj.pl/praca/analityk-biznesowo-systemowy-it-gdansk-gradowa-11,oferta,1004546173?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Analityk Biznesowy/ Analityczka Biznesowa,"https://www.pracuj.pl/praca/analityk-biznesowy-analityczka-biznesowa-warszawa,oferta,1004548328?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Analityk Biznesowy | Branża Ubezpieczeniowa,"https://www.pracuj.pl/praca/analityk-biznesowy-branza-ubezpieczeniowa-warszawa,oferta,1004528382?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Młodszy Analityk ds. ulgi Badawczo-Rozwojowej (k/m),"https://www.pracuj.pl/praca/mlodszy-analityk-ds-ulgi-badawczo-rozwojowej-k-m-warszawa,oferta,1004544942?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,0,0
Analityk biznesowo - systemowy,"https://www.pracuj.pl/praca/analityk-biznesowo-systemowy-warszawa,oferta,1004528277?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Analityk Biznesowy,"https://www.pracuj.pl/praca/analityk-biznesowy-warszawa,oferta,1004540878?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. NGS (Pracownia Genetyki Człowieka),"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-ngs-pracownia-genetyki-czlowieka-warszawa-zawodzie-22,oferta,1004555629?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Młodszy Analityk/Młodsza Analityczka ds. Wdrożeń Klientów (KYC),"https://www.pracuj.pl/praca/mlodszy-analityk-mlodsza-analityczka-ds-wdrozen-klientow-kyc-olsztyn-wincentego-pstrowskiego-16,oferta,1004563115?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Application Support Analyst,"https://www.pracuj.pl/praca/application-support-analyst-krakow,oferta,1004499781?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Analityk Biznesowo-Systemowy / Analityczka Biznesowo-Systemowa,"https://www.pracuj.pl/praca/analityk-biznesowo-systemowy-analityczka-biznesowo-systemowa-warszawa-skierniewicka-10a,oferta,1004560085?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,0,0,1,0,0
Analityk biznesowy,"https://www.pracuj.pl/praca/analityk-biznesowy-wroclaw-plac-teatralny-1,oferta,1004527166?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Procurement Operations Improvement Analyst,"https://www.pracuj.pl/praca/procurement-operations-improvement-analyst-krakow-kapelanka-42a,oferta,1004542466?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Senior Analityk Biznesowo - Systemowy,"https://www.pracuj.pl/praca/senior-analityk-biznesowo-systemowy-warszawa,oferta,1004552168?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Specjalista / Specjalistka ds. kluczowych klientów,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-kluczowych-klientow-warszawa-jozefa-piusa-dziekonskiego-3,oferta,1004536881?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Specjalista / Specjalistka ds. Marketingu z zacięciem do AI,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-marketingu-z-zacieciem-do-ai-nowy-targ,oferta,1004560844?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Księgowy / Księgowa,"https://www.pracuj.pl/praca/ksiegowy-ksiegowa-walbrzych,oferta,1004560832?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Doświadczony Asystent / Doświadczona Asystentka w Zespole CoE - Dział Audytu,"https://www.pracuj.pl/praca/doswiadczony-asystent-doswiadczona-asystentka-w-zespole-coe-dzial-audytu-lodz-aleja-marsz-jozefa-pilsudskiego-85,oferta,1004530134?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Collections Analyst with German,"https://www.pracuj.pl/praca/collections-analyst-with-german-lublin-spokojna-2,oferta,1004562227?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
OTA Manager (Biuro Sprzedaży Agencyjnej),"https://www.pracuj.pl/praca/ota-manager-biuro-sprzedazy-agencyjnej-warszawa-komitetu-obrony-robotnikow-43,oferta,1004548386?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,0,0,1,0,0
Finance Lead Analyst,"https://www.pracuj.pl/praca/finance-lead-analyst-skawina,oferta,1004542122?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Specjalista / Specjalistka ds. CAPEX,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-capex-drezdenko,oferta,1004546175?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Koordynator Projektu,"https://www.pracuj.pl/praca/koordynator-projektu-wrzasowice-pow-krakowski,oferta,1004539230?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Product Costing Analyst,"https://www.pracuj.pl/praca/product-costing-analyst-krakow-pawia-21,oferta,1004531382?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Senior Product Costing Analyst,"https://www.pracuj.pl/praca/senior-product-costing-analyst-krakow-pawia-21,oferta,1004531381?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Oracle Analytics Server,"https://www.pracuj.pl/praca/oracle-analytics-server-warszawa,oferta,1004541169?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
Security Remediation Consultant,"https://www.pracuj.pl/praca/security-remediation-consultant-gdynia,oferta,1004541168?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,0,0,1,0,0
Specjalista / Specjalistka ds. marketingu,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-marketingu-wieliczka,oferta,1004553758?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
CX Research Expert (m/k/os),"https://www.pracuj.pl/praca/cx-research-expert-m-k-os-warszawa,oferta,1004548303?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Specjalista / Specjalistka ds. zamówień,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-zamowien-tyczyn-grunwaldzka-76,oferta,1004560733?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista ds. Sprzedaży Allegro (K/M/N),"https://www.pracuj.pl/praca/specjalista-ds-sprzedazy-allegro-k-m-n-warszawa-krakowiakow-42,oferta,1004560714?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Head of marketing,"https://www.pracuj.pl/praca/head-of-marketing-lodz-traktorowa-170,oferta,1004560674?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Dekorator/Dekoratorka - Visual Merchandiser,"https://www.pracuj.pl/praca/dekorator-dekoratorka-visual-merchandiser-zakopane,oferta,1004560656?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Payroll Analyst,"https://www.pracuj.pl/praca/payroll-analyst-krakow,oferta,1004544102?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
IT Finance Business Partner,"https://www.pracuj.pl/praca/it-finance-business-partner-warszawa,oferta,1004548209?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,0,0,1,0,0
Senior Python GenAI Developer,"https://www.pracuj.pl/praca/senior-python-genai-developer-warszawa,oferta,1004541031?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,1,0,0
Specjalista ds. Zakupów,"https://www.pracuj.pl/praca/specjalista-ds-zakupow-swadzim-pow-poznanski,oferta,1004548128?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Młodszy specjalista / Młodsza specjalistka ds. zakupów,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-zakupow-lany-pow-wroclawski,oferta,1004560603?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,1,0
Młodszy Specjalista / Młodsza Specjalistka ds. Rekrutacji IT,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-rekrutacji-it-warszawa-konstruktorska-9,oferta,1004560580?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Kierownik / Kierowniczka Działu Marketingu i PR,"https://www.pracuj.pl/praca/kierownik-kierowniczka-dzialu-marketingu-i-pr-gdansk-grzegorza-z-sanoka-2,oferta,1004560533?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
E-commerce Marketplace Specialist (bol.com & Amazon),"https://www.pracuj.pl/praca/e-commerce-marketplace-specialist-bol-com-amazon-warszawa,oferta,1004560532?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Financial Process Analyst (AR),"https://www.pracuj.pl/praca/financial-process-analyst-ar-katowice,oferta,1004542027?sug=list_bd_6&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Młodszy analityk finansowy/Młodsza analityczka finansowa,"https://www.pracuj.pl/praca/mlodszy-analityk-finansowy-mlodsza-analityczka-finansowa-wroclaw-plac-grunwaldzki-22,oferta,1004560729?sug=list_bd_7&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Data Analytics Engineer,"https://www.pracuj.pl/praca/data-analytics-engineer-krakow-wadowicka-3a,oferta,1004500292?sug=list_bd_9_boosterAI_L2&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,1,1,0,0,1,0
Młodszy Specjalista / Młodsza Specjalistka ds. analiz ALM,"https://www.pracuj.pl/praca/mlodszy-specjalista-mlodsza-specjalistka-ds-analiz-alm-wroclaw-legnicka-48,oferta,1004548347?sug=list_bd_12&s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. marketingu cyfrowego,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-marketingu-cyfrowego-warszawa-aleja-krakowska-2a,oferta,1004548015?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. wsparcia sprzedaży,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-wsparcia-sprzedazy-warszawa-aleje-jerozolimskie-142b,oferta,1004553556?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,1,0,0,0,0
Specjalista ds. Sieci Komputerowych (K/M),"https://www.pracuj.pl/praca/specjalista-ds-sieci-komputerowych-k-m-lodz-wersalska-75-77,oferta,1004560484?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
Specjalista / Specjalistka ds. Procesu w zespole audytowym z językiem niemieckim,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-procesu-w-zespole-audytowym-z-jezykiem-niemieckim-opole-oleska-121,oferta,1004528190?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Administrator Systemów Wewnętrznych (m/k/os.),"https://www.pracuj.pl/praca/administrator-systemow-wewnetrznych-m-k-os-rzeszow-olchowa-14,oferta,1004547975?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,1,0,0,0,0,0,0
Samodzielny Referent ds. Kadr (K/M),"https://www.pracuj.pl/praca/samodzielny-referent-ds-kadr-k-m-krakow,oferta,1004560423?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Administrator(ka) Infrastruktury Hybrydowej i Chmurowej,"https://www.pracuj.pl/praca/administrator-ka-infrastruktury-hybrydowej-i-chmurowej-gdansk-zamknieta-18,oferta,1004554535?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Inżynier/ka ds. Opakowań,"https://www.pracuj.pl/praca/inzynier-ka-ds-opakowan-strzegom-piekarnicza-2,oferta,1004560400?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
AI Solution Architekt,"https://www.pracuj.pl/praca/ai-solution-architekt-warszawa-jozefa-piusa-dziekonskiego-1,oferta,1004546125?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,0,0,1,1,0
Global Benefits Analyst (m/f),"https://www.pracuj.pl/praca/global-benefits-analyst-m-f-krakow-powstancow-wielkopolskich-13,oferta,1004548985?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Category Manager (E-commerce / Beauty),"https://www.pracuj.pl/praca/category-manager-e-commerce-beauty-warszawa,oferta,1004540544?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Kontroler Finansowy (z modelowaniem finansowym),"https://www.pracuj.pl/praca/kontroler-finansowy-z-modelowaniem-finansowym-warszawa,oferta,1004547705?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
"Specjalista / Specjalistka ds. zarządzania, koordynacji strategicznej","https://www.pracuj.pl/praca/specjalista-specjalistka-ds-zarzadzania-koordynacji-strategicznej-grodzisk-mazowiecki,oferta,1004560217?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,1,0
Inspektor / Inspektorka w Wydziale Kredytów Gotówkowych,"https://www.pracuj.pl/praca/inspektor-inspektorka-w-wydziale-kredytow-gotowkowych-bydgoszcz-jagiellonska-17,oferta,1004527738?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,1,0
Koordynatorka / Koordynator ds. Audytu,"https://www.pracuj.pl/praca/koordynatorka-koordynator-ds-audytu-warszawa,oferta,1004547565?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,0,0,0
Specjalista ds. Harmonogramów i Raportowania Postępu Robót Budowlanych (K/M),"https://www.pracuj.pl/praca/specjalista-ds-harmonogramow-i-raportowania-postepu-robot-budowlanych-k-m-gdansk,oferta,1004560182?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Kierowniczka / Kierownik Oddziału Utrzymania Ruchu (k/m/n),"https://www.pracuj.pl/praca/kierowniczka-kierownik-oddzialu-utrzymania-ruchu-k-m-n-warszawa-koszykowa-81,oferta,1004553154?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,1,0
Pricing Expert,"https://www.pracuj.pl/praca/pricing-expert-warszawa-aleje-jerozolimskie-96,oferta,1004560157?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,1,1,0,1,0,0
Inżynier/ka ds. AI/ML - ekspert,"https://www.pracuj.pl/praca/inzynier-ka-ds-ai-ml-ekspert-warszawa-rondo-ignacego-daszynskiego-1,oferta,1004553104?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,1,0,0,0,0,0,0
Główna Specjalistka / Główny Specjalista ds. Jakości Pracy Sieci,"https://www.pracuj.pl/praca/glowna-specjalistka-glowny-specjalista-ds-jakosci-pracy-sieci-warszawa,oferta,1004560076?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Starszy/a Specjalista/ka ds. Rozwoju i Utrzymania API,"https://www.pracuj.pl/praca/starszy-a-specjalista-ka-ds-rozwoju-i-utrzymania-api-warszawa-rondo-ignacego-daszynskiego-1,oferta,1004553053?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,0,0,1,0,0
Dyrektor sprzedaży i marketingu,"https://www.pracuj.pl/praca/dyrektor-sprzedazy-i-marketingu-tarnow-kosciuszki-10,oferta,1004556284?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Dyrektor Operacyjno-Marketingowy Hotelu,"https://www.pracuj.pl/praca/dyrektor-operacyjno-marketingowy-hotelu-wdzydze-pow-koscierski-stolema-2,oferta,1004559895?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Kosztorysant / Kosztorysantka (branża budowlana),"https://www.pracuj.pl/praca/kosztorysant-kosztorysantka-branza-budowlana-warszawa,oferta,1004537945?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
Architekt rozwiązań mobilnych,"https://www.pracuj.pl/praca/architekt-rozwiazan-mobilnych-wroclaw-plac-teatralny-1,oferta,1004527438?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Koordynator/ka ds. Integracji Zakupów - Europa,"https://www.pracuj.pl/praca/koordynator-ka-ds-integracji-zakupow-europa-krakow,oferta,1004559829?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,0,0
Assortment Specialist,"https://www.pracuj.pl/praca/assortment-specialist-warszawa-aleje-jerozolimskie-134,oferta,1004559822?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
B2B Energy Products Specialist,"https://www.pracuj.pl/praca/b2b-energy-products-specialist-gdansk,oferta,1004559775?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
AI Solution Architect,"https://www.pracuj.pl/praca/ai-solution-architect-warszawa,oferta,1004550940?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
Administrator/ Administratorka Aplikacji (sekcja nieprodukcyjna),"https://www.pracuj.pl/praca/administrator-administratorka-aplikacji-sekcja-nieprodukcyjna-wroclaw,oferta,1004559758?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",1,0,0,0,0,1,1,0
Specjalistka / Specjalista ds. Rozwoju Systemów (Łańcuch dostaw),"https://www.pracuj.pl/praca/specjalistka-specjalista-ds-rozwoju-systemow-lancuch-dostaw-cigacice-pow-zielonogorski-kwiatowa-14,oferta,1004559752?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,1,1,0,1,0,0
Kupiec / Kupczyni Kategorii,"https://www.pracuj.pl/praca/kupiec-kupczyni-kategorii-gdansk-lakowa-39a,oferta,1004546946?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,1,0
Manager Sklepu (k/m) HalfPrice,"https://www.pracuj.pl/praca/manager-sklepu-k-m-halfprice-gdansk,oferta,1004559741?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Zastępca Managera Sklepu (k/m) HalfPrice,"https://www.pracuj.pl/praca/zastepca-managera-sklepu-k-m-halfprice-poznan,oferta,1004559733?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Manager Sklepu (k/m) HalfPrice,"https://www.pracuj.pl/praca/manager-sklepu-k-m-halfprice-lodz,oferta,1004559731?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,1,0,0
Specjalista / Specjalistka ds. obsługi spraw sądowych w Biurze Prawnym: Zespół Spraw Sądowych,"https://www.pracuj.pl/praca/specjalista-specjalistka-ds-obslugi-spraw-sadowych-w-biurze-prawnym-zespol-spraw-warszawa-henryka-raabego-13,oferta,1004559441?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,0,0,0,0,0
Specjalista/ka ds. najmu i zakwaterowania,"https://www.pracuj.pl/praca/specjalista-ka-ds-najmu-i-zakwaterowania-gdansk,oferta,1004547269?s=fd093a39&searchId=MTc2Nzg2NzM2NzMxOC40Mzc1",0,0,0,1,0,1,0,0
